用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
阿散你是蓝莓小蛋糕,女,不该质疑吗？没有成长轨迹，突然变天才就该质疑,柠檬楚楚,二级评论,5,0,2024-11-03 19:28:40
柠檬楚楚,保密,回复 @阿散你是蓝莓小蛋糕 :典，高校就可以理所应当，技校就要质疑，学术上的阶层歧视展现的淋漓尽致,柠檬楚楚,二级评论,4,0,2024-11-03 19:44:10
阿散你是蓝莓小蛋糕,女,回复 @大明世宗帝君 :逆天玩意，你好好读读我说的啥？,柠檬楚楚,二级评论,5,0,2024-11-03 19:53:53
滴栖鹉,保密,行了，知道你也是中专仔了，还玩原神，这辈子有了[支持],柠檬楚楚,二级评论,6,1,2024-11-03 20:00:39
阿散你是蓝莓小蛋糕,女,回复 @大明世宗帝君 :技术和学术也搞不明白，技校出身你搞个流程优化工艺改进什么没人质疑你，你要是搞什么理论突破那质疑你的一大把。我不理解你为什么会把这视为歧视，我只知道买水果我会优先选水果店而不是猪肉摊，你说你在猪肉摊买了一斤葡萄我肯定质疑你,柠檬楚楚,二级评论,5,1,2024-11-03 20:07:50
阿散你是蓝莓小蛋糕,女,回复 @大明世宗帝君 :被害妄想表现的淋漓尽致[星星眼]，别因为自己自卑带来的人际焦虑就以为是别人是歧视你。,柠檬楚楚,二级评论,5,1,2024-11-03 20:14:28
我嘞个余,男,嘴硬是这样的，只会玩阴谋论了[星星眼],柠檬楚楚,二级评论,4,1,2024-11-04 01:34:04
老爹AKA老山羊,保密,回复 @大明世宗帝君 :吠什么吠？一句歧视话没说怎么就应激了,柠檬楚楚,二级评论,6,0,2024-11-04 08:39:09
Nanxiholyrail,男,挺好的，就当素材以后讲故事哄孩子睡觉了,,一级评论,5,1,2024-11-03 15:57:18
鹤归风车KZ,保密,别造谣啊，人家央视都说她是自己实力考进排名的,,一级评论,6,1,2024-11-03 17:23:14
探破晦明者,保密,老了卖你保健品,鹤归风车KZ,二级评论,6,1,2024-11-03 17:24:02
OldYer欧叶,男,最新的你看了吗？[呲牙]https://b23.tv/BV1mTS1YzEyR,鹤归风车KZ,二级评论,6,1,2024-11-03 17:47:57
TNTand,男,评论区里的越来越没下限了。,,一级评论,6,1,2024-11-09 15:45:54
柴郡-柴郡-柴,保密,不是某些群体喜欢拿姜萍宣传女性能力？,TNTand,二级评论,6,1,2024-11-10 20:10:53
溯泷洄澜,男,玩原神玩的,TNTand,二级评论,6,1,2024-11-14 16:43:42
TNTand,男,回复 @溯泷洄澜 :你玩得明白吗？[呲牙],TNTand,二级评论,6,0,2024-11-14 18:02:17
溯泷洄澜,男,回复 @TNTand :感觉不如塞尔达传说😄,TNTand,二级评论,6,0,2024-12-15 13:00:36
TNTand,男,回复 @溯泷洄澜 :你玩的明白塞尔达吗？,TNTand,二级评论,6,0,2024-12-15 16:10:36
Krypton_Zwei,保密,就爱看女人吃瘪,,一级评论,4,1,2024-11-03 17:11:20
破防拉黑的她,保密,她正在书写她的历史👍,,一级评论,6,0,2024-12-14 21:50:42
账号已注销_Armor,保密,不如黑神话,,一级评论,6,0,2024-12-14 21:56:40
ORICHALCOS,女,@牛津kate朱朱,,一级评论,6,0,2024-12-09 01:40:47
Renee0510,保密,你说的对，但是我除了吃饭睡觉的时间都在做题,,一级评论,4,0,2024-12-07 18:03:40
レゼsameの,女,nx,,一级评论,6,0,2024-12-11 00:08:38
啊这羊也可以吗,保密,别看了，现在姜萍已经保护起来了，之所以要这么说，是因为姜萍可以引导去世数学家进行思维互换，涉及到一些机密。姜萍就是数学里的神无需多言。,,一级评论,5,0,2024-12-05 20:22:53
记捡委,女,数学是跟脑子挂钩的[doge],,一级评论,6,0,2024-12-03 23:31:48
Bili_650028277,保密,@阿里达摩院扫地僧,,一级评论,5,0,2024-12-07 13:00:22
简-单-思-考,男,BV1b4421Q7di,,一级评论,6,0,2024-12-02 16:48:19
诺米手啊,保密,哈哈,,一级评论,6,0,2024-12-01 11:17:08
我不是蛋成仙儿,保密,这场闹剧真是玷污了数学，那可是数学[惊讶]学不会就是学不会[大哭],,一级评论,5,0,2024-11-26 23:17:17
看看o22,保密,"我想都不用想就知道是XX。 因为参加这种级别 数学竞赛还能拿到名次，必须要有相应的 导师。 靠自学是不可能拿到名次的。
很多孩子甚至不知道 精英教育[doge]，哈哈 “免费”的教育就是给他们带来 那么大的自信",,一级评论,3,0,2024-11-26 02:57:52
S-G-S,保密,还是腾讯好,,一级评论,4,0,2024-11-25 19:30:10
子曰蘅瑾,保密,我初中数学挺好，中考120满分考了114。上高中经常不知不觉睡觉，去医院查了神经衰弱。高考满分150考了77。数学是那种你不懂不学就真不会做题，因为你不理解。真需要脑子➕努力。不会就是不会，假的就是假的，总会被戳穿。,,一级评论,6,0,2024-11-25 17:50:05
f-117zhu,保密,严惩骗子，信用崩，道德丧，不应保护骗子,,一级评论,4,0,2024-11-28 01:27:17
杰铜豌豆,保密,这些媒体人是懂搞流量的，不止那几天漫天的新闻，也知道得等热度凉了才公布结果，我都以为这件事已经无疾而终，被捂的死死的不会公布结果了呢。,,一级评论,3,0,2024-11-26 15:55:24
伭郬,女,乐,,一级评论,4,0,2024-11-25 12:39:37
分悍V,保密,@魔法指甲刀 [嗑瓜子],,一级评论,4,0,2024-11-22 09:39:12
下酒菜看不,保密,我相信姜萍[星星眼][星星眼][星星眼][星星眼],,一级评论,3,0,2024-11-17 08:15:28
BiliBilGaming俱乐部,男,神 跌落了,,一级评论,5,0,2024-11-16 20:41:43
吉米_古德曼,保密,作弊就作弊,,一级评论,6,0,2024-11-12 23:48:16
晴間高陽,保密,想起来在法国捡暑假作业那件事的处罚力度了 双标的真足,,一级评论,3,0,2024-11-12 14:48:48
自发交换眼神,保密,在这里还有什么是真的,,一级评论,3,0,2024-11-11 12:01:32
世事如云烟,保密,作弊就作弊，还帮助[滑稽][滑稽][滑稽],,一级评论,5,0,2024-11-10 20:14:35
旺扒糕子,保密,当时就觉得不像是真的，当时看就觉得这跟我活得是一个世界吗,,一级评论,5,0,2024-11-09 22:49:05
天生有点呆,男,主主主,,一级评论,6,0,2024-11-13 19:40:54
TNTand,男,好多人把事情想得也太简单了，这种类似的手段，又不是没人用过然后拿了奖的，只不过这次人家热度太高了引起关注了,,一级评论,6,0,2024-11-09 15:41:48
缺乏起名灵感,保密,切勿主观臆断。谁用过这样的手段？,TNTand,二级评论,4,0,2024-11-09 18:32:57
TNTand,男,回复 @缺乏起名灵感 :不是大赛罢了,TNTand,二级评论,6,0,2024-11-09 18:55:09
缺乏起名灵感,保密,回复 @TNTand :你可以具体指出哪个数学赛事的哪个选手使用了这样的手段吗？似乎没有多少赛事是类似阿赛这样，预赛开卷，决赛闭卷之类的。,TNTand,二级评论,4,1,2024-11-09 19:07:05
KiliERRRR,保密,经典转移话题，别人也干了，你还是赶快多玩玩你的原神吧中专仔,TNTand,二级评论,6,0,2024-11-11 11:20:52
TNTand,男,一击脱离的人，太乐了,TNTand,二级评论,6,0,2024-11-11 11:33:39
秘密倔,男,我想知道主＝6的主如果写正确是啥,,一级评论,5,0,2024-11-09 10:47:19
缺乏起名灵感,保密,z的导数,秘密倔,二级评论,4,0,2024-11-09 22:47:21
achao_se,保密,@沈奕斐,,一级评论,5,0,2024-11-13 00:38:12
镜中之鉴,保密,冲击波！我们将照亮作弊的道路！为了更美好的作弊而战！,,一级评论,5,0,2024-11-12 22:09:11
赤子心谁送,保密,超天才[大哭][大哭][大哭],,一级评论,5,0,2024-11-08 21:04:14
牙牙牙fine,女,欧买噶，感觉以后的人生都毁了，好尴尬……,,一级评论,6,0,2024-11-08 19:18:36
魔法汉宝,保密,至少这人被造神的那一刻是快乐的,牙牙牙fine,二级评论,5,0,2024-11-09 23:27:45
奥拓之羽,保密,已经退学了,牙牙牙fine,二级评论,3,0,2024-11-11 09:03:30
白金瀚老板JasonLee,保密,主=6,,一级评论,4,0,2024-11-08 11:24:11
Auto_Zea,保密,"希望有些看不懂中文的同胞能明白：考试时违规提供帮助=作弊。
只是一种委婉的说法，但并不能减轻这个行为本身的严重程度。",,一级评论,3,0,2024-11-08 04:51:02
蝴蝶忍恋,男,笑抽了,,一级评论,5,0,2024-11-08 00:05:33
派蒙爱炸鱼,女,"《不以学历论英雄，愿更多的“姜萍”散发光彩》
2024-06-17 09:34:42 来源：光明网
　　“毫无疑问，姜萍是有天赋的。但是，正如她自己所说，“要是不努力的话，你光有兴趣的话，这也是没有什么用的”。她能取得如此优异的成绩，最重要的还是源于她持之以恒的努力。学服装设计的她，只能用业余时间自学数学，但她从没放弃。在老师的指导下，她不断钻研，从《高等数学》《数学分析》，学到外语版《偏微分方程》。

　　“天赋+努力”让姜萍这位中专在读生一举成为红透网络的“天才少女”。姜萍的故事让人们看到，过去被人们忽视甚至看轻的中专等学校里也藏龙卧虎，有着许多有才华的年轻人，他们若能够在某个领域施展所长，就会散发出令人瞩目的光芒。

　　姜萍的光芒被人看见，有其幸运之处。首先是她遇到了一位数学老师，他很快发现了姜萍的数学特长，也带领她进入高等数学的天地。正是因为他的鼓励，一度觉得自己“不配”的姜萍才下决心参赛，也才有了今天的一鸣惊人。

　　有人从他们的故事中联想到了电影《心灵捕手》，认为这位数学老师发现姜萍，就像电影里蓝勃教授发现了威尔的数学天赋一样。无论这种对比是否确切，其无疑都是一个伯乐遇到千里马的故事，人们喜闻乐见。

　　然而在现实中，我们对人才的认定却有许多预设的条条框框，这样不设门槛、不带偏见地评价一个人的机会并不常见。比如，很常见的情况是，在招聘过程中，学历常常成为一个硬杠杠，有些单位不仅要求应聘者有本科或研究生学历，甚至还要求他们出自985或211名校，仿佛只要不出自名校，就不可能胜任工作。

　　现在，许多热心网友呼吁清华北大等名校破格录取姜萍。这一方面反映了人们对人才的爱惜，但另一方面也暗示着一个尴尬的事实：即使是像姜萍这样有才华的年轻人，如果没有一个好的学历的话，也很容易被埋没。

　　姜萍是幸运的，她凭借自己的努力找到了展现才华的舞台，但是，还有更多有潜力的年轻人，他们或许并不是传统意义上的“优秀学生”，但也有着各自的闪光点，渴望自己能在某个领域一展所长。

　　期待社会消除学历歧视，减少“名校滤镜”，以更开放的心态给年轻人以更多元化、更个性化的机会。不拘一格育人才，不以学历论英雄，只凭能力较短长，那么，更多的“千里马”必将踊跃奔腾，大放光彩。”",,一级评论,5,0,2024-11-07 01:51:50
菜刀马旦,男,感觉她是被学校利用了,,一级评论,3,0,2024-11-07 00:57:44
tatbtsjl,保密,错啦，是学校被她和她老师拖累了，粘上这两个逆天玩意学校也是倒霉。,菜刀马旦,二级评论,4,0,2024-11-08 14:43:26
lllllilllillli,女,【姜萍竞赛名次比老师高，老师回应：弟子不必不如师，希望她能享受决赛-哔哩哔哩】 https://b23.tv/0xkOJUe,,一级评论,5,0,2024-11-10 00:35:52
老人与海_鱼,保密,BV1XWxreZE9E,,一级评论,6,0,2024-11-06 10:44:49
鹿特丹楼道狂魔,保密,看了很多平台的评论区，顿时感觉高价保健品行业还是很有前途的[吃瓜],,一级评论,6,0,2024-11-06 07:28:43
空磨,保密,Jump ping,,一级评论,5,0,2024-11-09 21:07:37
言斎先生,男,"《重生之觉醒数学系统》
1、数之气三段的少女
2、数学系统？
3、打脸课代表
4、震惊中专
5、参加大赛
6、声名鹊起，网友质疑
7、来自高校的挑战
8、985？八星数师不过如此
9、清北天骄，大数师来战
10、大数师的实力
11、临阵学高数
12、反杀
13、恼羞成怒，数王出场
14、形势危急，生死存亡
15、觉醒，天赋技∞/2
16、自成一派，姜马函数
17、数王落败，名震龙国
18、隐世数学家族的邀请
19、传说中的数皇
20、灌顶与顿悟，新的数皇
21、隐族之首的新猜想
22、你的猜想我已经随手证明了
23、气运汇聚，晋升数宗
24、数学界一统
25、上古数学遗迹的召唤阵
26、百尊降世
27、古尊高斯的考验
28、天才般的构想
29、庞加莱的传承，新的全才诞生
30、数尊之上，太古诸圣
31、末世预言
32、魔化的古圣毕达哥拉斯
33、前所未有的挑战
34、诸圣联手，封印魔圣
35、幕后黑手
36、三体数学家异数帝
37、最后的希望、姜氏大一统理论
38、二帝之战
39、数学危机，异数帝的底牌
40、大一统理论升华
41、胜利
42、大千数界我来了",,一级评论,6,0,2024-11-06 06:51:54
萨列里的怪邻居,女,UP主已删除,,一级评论,6,0,2024-11-09 20:56:29
鲁斯太狼,保密,"她的数学到底有多行我不知道，但她的表演天赋肯定是在其数学天赋之上的，这点我是能够确定的。
向这位被数学耽误的演员致敬。[点赞]",,一级评论,3,0,2024-11-06 02:34:01
来往皆名利,男,大家都在讨论姜萍  可我总感觉这件事的重点不在这[捂眼],,一级评论,6,0,2024-11-06 00:53:13
愛吃泡菜の全小將,保密,本身就难辞其咎就不要搁这想方设法为她脱身了,来往皆名利,二级评论,3,0,2024-11-06 06:53:23
阿华_12,男,要是现在努力学习考个浙大，说不定风评还能反转[doge],,一级评论,5,0,2024-11-05 22:52:57
眉心微雪,保密,"作弊可真烫嘴~补档一下
“我除了吃饭睡觉都在做题👍，平时做的那些作业，我扫一眼👀，我觉得没有什么做的价值🤓👆，我更偏向于做  高  等  数  学  之类的，它会给我带来  探  索  的欲望，我喜欢一步一步证明，得到我想证明的东西👉，无论未来会怎么样，数学这个兴趣爱好一直会持续下去🤓☝️”
“姜萍证明了女性在数理领域的真正潜力”
“酸男是多怕女性成功啊”
“姜萍背后站着所有中国女性”
https://b23.tv/BV19EDEY3EGh",,一级评论,5,0,2024-11-05 22:28:16
不过很远,保密,奥数都是套路，牛顿来了也不一定能拿奖[doge_金箍],,一级评论,5,0,2024-11-05 20:15:16
姜萍的老婆,保密,大胆,不过很远,二级评论,3,0,2024-11-05 21:22:59
重金属茶,男,主主主,,一级评论,6,0,2024-11-05 18:46:31
super大鸡排,男,明年比赛的第一名是范小勤吗,,一级评论,6,0,2024-11-05 18:09:20
桥边红药为君生,保密,明年是电诈大赛，谁骗的多谁拿第一[呲牙],super大鸡排,二级评论,6,3,2024-11-05 20:27:54
可爱傻fufu的一天,保密,中专和国际一流大学一个水平，宣传的真够厉害的,,一级评论,5,0,2024-11-05 16:11:05
小陈爱薇薇,保密,当时帮他洗的人咋不出来说俩句，这个事件我到现在第一次发评论,,一级评论,5,0,2024-11-05 14:59:30
祖国人HOMEIANDER,男,前面忘了，后面忘了，总之主=6,,一级评论,4,0,2024-11-05 14:58:57
csap四川,保密,这是媒体的锅，当初吹的就是这群学新闻学学的,,一级评论,5,0,2024-11-05 14:46:24
VANVANzxc,保密,那为什么老师不帮其他人 要帮她呢,,一级评论,3,0,2024-11-05 14:24:12
眯着眼写个字哦耶,男,有区别吗，只是用姜萍账号注册，老师答题罢了，就好像你儿子用你的身份证注册游戏一样,VANVANzxc,二级评论,6,0,2024-11-05 14:43:38
卡斯特梅の雨季丶,男,你又怎能知道他老师到底用了几个账号参加了？可能还有好几个其他学生的账号，正好姜萍这个入围了,VANVANzxc,二级评论,6,0,2024-11-05 15:41:07
桥边红药为君生,保密,矮子里面挑将军，或者因为别的原因，长相入眼也是理由。,VANVANzxc,二级评论,6,0,2024-11-05 16:22:27
袄景教玄牝,女,"姜萍：这可以有，你们说的大量事实。那是在鸡……鸡蛋里头拣骨头，拣来拣去，说是作弊了，打了我的旗号是你们说的我才知道的。通过丑化我、丑化王闰秋老师、丑化亿万学生参加的阿里巴巴数学竞赛啊。王闰秋老师的学生，三年整啊！认识还不止，共患难了！参赛的时候唯一留在学校追随王闰秋老师的，只有我一个女同学。你们躲到哪去了？！
你们说了我那么多罪名，没有一件能站得住脚。就从二零二四年六月十三日以来，也就是达摩院通过重要的通知，发布初赛成绩以来，到王闰秋老师受处罚，我没有什么自己的纲领，我所做的每一件事情，都是执行捍卫以王老师为首的涟水中专的指示和政策的，是执行王老师为代表的中专同学学习路线的。你们逮捕审判我，这是丑化王闰秋老师。审判我就是丑化亿万中专学生，丑化亿万学生参加的阿里巴巴数学竞赛。",,一级评论,3,0,2024-11-05 14:06:48
格格又温温,保密,我听着呢,袄景教玄牝,二级评论,5,0,2024-11-05 18:43:05
暴雨5251,保密,没用的，魔怔人仍然不相信的，他们会认为是秘密保护姜萍研究光刻机罢了,,一级评论,5,0,2024-11-05 13:03:28
Litvak,男,如果有人能陸續追蹤姜萍這個人就好了,,一级评论,4,0,2024-11-05 12:59:33
_电音蝌蚪_,男,逮着棋子有什么用，不如多问问阿里达摩院和涟水县教育局，当初是怎么决定把闹剧演成正剧的,Litvak,二级评论,6,0,2024-11-05 13:16:44
Litvak,男,回复 @_电音蝌蚪_ :逮著她只是為了看她的後續,Litvak,二级评论,4,0,2024-11-05 13:58:20
kotaro_,保密,回复 @Litvak :这件事会给她蒙上阴影，是一辈子的耻辱。以后走不出来，到哪都是默默无闻地沉寂；要是没皮没脸不以为然，就走🐑🍐那种路线，或者直接开直播带货[doge],Litvak,二级评论,5,0,2024-11-06 08:53:22
Litvak,男,回复 @kotaro_ :所以她以後的路很難走,Litvak,二级评论,4,0,2024-11-06 09:10:05
kotaro_,保密,回复 @Litvak :就看她要不要脸了,Litvak,二级评论,5,0,2024-11-06 09:28:11
出脑了,保密,数学界faker！,,一级评论,6,0,2024-11-05 12:12:38
草叶飘飞,保密,"“我除了吃饭睡觉都在做题😤👍，平时做的那些作业，我扫一眼👀，我觉得没有什么做的价值🤓👆”
“我更偏向于做高等数学之类的✍️🧐，它会给我带来探索的欲望，我喜欢一步一步证明😍🙌，得到我想证明的东西🥰👍”
“无论未来会怎么样，数学这个兴趣爱好一直会持续下去😁☝️”",,一级评论,5,0,2024-11-05 12:02:26
Jaune-小强,保密,那些下架视频的“媒体”账号也是被打脸了[大笑][大笑][大笑][大笑],,一级评论,5,0,2024-11-05 09:26:26
東天来了椿天不远,男,姜萍时间出来时我就没关注 也不知道为什么讨论度这么高 这不 要结束了 我来瞅瞅,,一级评论,3,0,2024-11-05 09:17:35
人总该要有点脑子的,保密,现在还相信姜萍的，靠自己臆想，证据链不看比赛机制不了解，全是美国资本搞破坏，傻子超乎想象的多，保健品还真是长盛不衰。但是借着这事说全部女性不如男的，也是又蠢又坏的蛆虫，攻击全部女性时有没有想过怀了你十个月的生物妈?两波人都很让人怀疑有没有脑子,,一级评论,2,0,2024-11-05 08:37:12
复兴社之虎,保密,姜萍是受害者[大哭],,一级评论,5,0,2024-11-05 08:35:28
躺地上睡三天,保密,世界是个巨大的回旋镖,,一级评论,5,0,2024-11-05 07:45:15
NoBoundaryC,男,@央视网,,一级评论,6,0,2024-11-05 07:09:19
达社证休纹莎墙慕-pink,保密,[胆大党_微笑],,一级评论,3,0,2024-11-05 05:08:33
shotthedawgleave,保密,废可这么阴的吗，确实有实力,,一级评论,5,0,2024-11-05 04:31:07
Kinsley_Brown,男,哈哈,,一级评论,6,0,2024-11-05 00:11:31
zzzkj1111,保密,像那个抖音里面，特别多没怎么受过教育的家长，auv看见姜萍好像看见了神，觉得姜萍代表了他们的出身和出人头地的寄托?所以“寒门出贵子呀”“太有出息了”什么各种论都出来了然后也没有主动思考事情真实性,,一级评论,3,0,2024-11-05 00:08:11
魔兽玩家别跪了,男,😂😂不是寒不寒门的问题，问题是她是中专啊，信徒基本就是中专的学历或者智商，或者他们的孩子是中专，觉得平衡,zzzkj1111,二级评论,6,0,2024-11-05 00:47:59
噬音_Tearphage,男,"怎么没人模仿预测女厕发言，那我先来
那能一样吗？
那咋了。",,一级评论,5,0,2024-11-05 00:10:32
月下世界第一可爱,保密,"天不生我姜顺萍 数学万古长如夜[抱拳][抱拳][抱拳]
姜萍能完整地背出圆周率——是倒着背。
姜萍口渴时会用banach-tarski悖论弄出更多橙汁。
姜萍不能理解随机过程，因为她能预测随机数。
姜萍小时候，老师让她算从1到100的和。她计算了这个无穷级数的和，然后一个一个地减去从100开始的所用自然数。而且，是心算。
一位中专生、一位服装设计师、一位数学天才走进阿里巴巴达摩院，印卧涛说：“您好，姜萍同学。”
有一次，姜萍和自己玩了一个零和游戏，然后赢了 50 块钱
询问姜萍一个命题是真的还是假的，构成了一个严格的证明。
有一次姜萍证明了一条定理，但她不喜欢它，所以又证明了它是假命题。
姜萍通过在证明结束时省去“证明完毕”来保护热带雨林。
上帝不掷骰子，除非姜萍答应让祂赢一次。
空集的定义是姜萍无法证明的定理的集合。
数学家常常把证明留给读者作为习题；只有姜萍把证明留给上帝作为习题。
当哥德尔听说了姜萍能证明一切命题，他让姜萍证明“存在姜萍不能证明的命题”姜萍证出来了，但还是不存在她不能证明的命题。量子态就是这样产生的。
姜萍钢笔里的墨水能治癌症。遗憾的是，姜萍的一切计算都在头脑中进行，她不用钢笔。
复制非原创",,一级评论,5,0,2024-11-05 00:01:56
单纯爱看片,男,和范小勤简直天生一对，什么神仙cp,,一级评论,6,0,2024-11-04 23:29:52
免跪请与我并肩,保密,知乎又赢了一集,,一级评论,5,0,2024-11-04 23:31:12
极阴岛韩天尊,男,拉的下脸的话，可以直播带货了，趁热度没过赚个快钱，很快就能财富自由。,,一级评论,6,0,2024-11-04 23:14:42
异化右江,男,太慢了，能不能加速，最好一次到位😡,,一级评论,6,0,2024-11-04 23:01:27
悠然_铂,男,我认为姜萍是真有本事的，她也许扮演的是棋子，但是她有自己的本事和能力，还有心态，各大舆论面前她不动声色，侃侃而谈，并不是所谓的没有主见和单纯，有着自己的想法和动机，在这场局里面，她其实是获利最大的，从一个什么都没有的中专生，一跃成为天才少女，风险与机遇并存，社会的舆论都在帮她，阿里希望为自己的竞赛打出名声，上面又希望可以为中专生分流，传递积极的观念，理论上是没大能量和大资本会质疑这件事本身的，如果社会的舆论再强烈一些，说不定还会直接获得知名学校的录取通知，确实是失败了，那如果成功呢？名与利双收，有勇有谋。,,一级评论,5,0,2024-11-04 21:56:04
鲨鱼外卖大厨,保密,你们这帮肉啦吧，新闻什么呢新闻,,一级评论,6,0,2024-11-04 21:16:49
金-灰,保密,阿赛败姜,,一级评论,5,0,2024-11-04 21:01:26
不在干饭就在干饭路上,女,当时闹得沸沸扬扬的时候怎么没发现 咋现在才发现啊（纯好奇）,,一级评论,5,0,2024-11-04 20:47:13
pppuuuqqq,保密,应该不是没发现吧 或许是舆论正处于风口浪尖不太好？,不在干饭就在干饭路上,二级评论,6,0,2024-11-04 22:14:30
Bad橙子,男,哈哈，不出所料，第一天就知道是这个结果,,一级评论,5,0,2024-11-04 19:17:56
袄景教玄牝,女,"姜萍在阿里巴巴数学竞赛中取得fmvp
Faker mvp[打call]",,一级评论,3,0,2024-11-04 19:15:11
超级otto,保密,眼见为实👍,,一级评论,6,0,2024-11-04 18:51:15
wonder开阳,保密,顶上去，不能没人看[打call],,一级评论,5,0,2024-11-04 18:07:06
真的可以吗www,保密,"我看不懂评论区，请问她是真的作弊了吗？还是说大家都在搞抽象，为她鸣不平而已呀？
（真的不了解这个新闻，之前就听说过她得了比赛，拿了奖什么的一直宣传，不知道这个后续，所以请问一下大家）",,一级评论,5,0,2024-11-04 17:42:15
申dog,女,她连Σ求和都不知道什么意思并且月考初中数学的难度不及格 你觉得她能答奥数题吗,真的可以吗www,二级评论,3,2,2024-11-04 17:44:24
恋爱予行练习,女,作弊了。中专月考都不及格的人，奥数竞赛还拿名次了，怎么可能不作弊。,真的可以吗www,二级评论,6,1,2024-11-04 18:36:27
弦绝伯牙,保密,1,真的可以吗www,二级评论,5,1,2024-11-04 19:01:48
已经吃掉良心辣,女,回复 @恋爱予行练习 :清一色c9院校，偶尔几个顶尖高中和海外高校。凭空砂出来一个中专[支持],真的可以吗www,二级评论,5,0,2024-11-04 22:59:05
bili_299369223,保密,我永远相信姜萍，相信随着时间的流逝，一切都会水落石出，相关机构的有意雪藏总会有真相大白的一天[加油][加油][加油],,一级评论,5,0,2024-11-04 17:18:39
猎潮的骑士,男,我有内部消息姜萍己经被密斯卡托尼克大学偷偷录取了,,一级评论,5,0,2024-11-04 16:54:53
晴格格ovo,男,qq看点评论区无敌了[笑哭],,一级评论,5,0,2024-11-04 16:43:33
某只不知名的云,男,第二章:天才陨落,,一级评论,6,0,2024-11-04 16:40:55
慈诚85S,保密,我很好奇阿里为什么要公布调查结果？不公布不行吗？只通报姜决赛没获奖不就可以了。,,一级评论,4,0,2024-11-04 16:16:16
想想折木会怎么做,男,甩锅呗,慈诚85S,二级评论,6,0,2024-11-04 16:23:54
assyoucando,保密,那这个老师啥水平？这是中专老师？,,一级评论,4,0,2024-11-04 15:43:21
爱护树木_,男,她老师考的还没她高，请的枪手又不是他本人指导,assyoucando,二级评论,6,0,2024-11-05 01:53:36
砂锅竹鼠,保密,王呢？为什么不查查王？,,一级评论,6,0,2024-11-04 15:40:32
宇宙怪人任冠琪,保密,王被校方批评处分了,砂锅竹鼠,二级评论,5,0,2024-11-04 17:21:34
砂锅竹鼠,保密,回复 @宇宙怪人任冠琪 :教学笑案之处处份,砂锅竹鼠,二级评论,6,0,2024-11-04 21:07:04
FernandoLL,保密,抵制类似的赛制有漏洞的竞赛是关键。,,一级评论,4,0,2024-11-04 15:28:46
桥边红药为君生,保密,IMO都必须是线下竞赛，因为线上就有可能作弊,FernandoLL,二级评论,6,0,2024-11-04 16:15:43
FernandoLL,保密,回复 @桥边红药为君生 :是啊。所以为什么不抵制jp参加的这种有漏洞的比赛呢。,FernandoLL,二级评论,4,0,2024-11-04 22:02:37
桥边红药为君生,保密,回复 @FernandoLL :不是她想去，而是她的指导老师想去，jp只是用来实现捞钱目的的替身罢了,FernandoLL,二级评论,6,0,2024-11-05 10:40:08
是Hi绵堡哥,男,当今媒体很多不是真实原本消息,,一级评论,6,0,2024-11-04 14:45:54
里森堡宗教教大主,保密,中专的“天才”,,一级评论,5,0,2024-11-04 14:31:00
totalinstit,男,永远年轻，永远热泪盈眶，永远被当枪使，永远不长记性,,一级评论,5,0,2024-11-04 14:29:27
七瀬くるみさん,男,[饿殍表情包2_万穗爷],,一级评论,5,0,2024-11-04 14:20:50
Error_is_nil,保密,阿里从事件完美脱身，有趣,,一级评论,6,0,2024-11-04 14:20:57
修远以求索n,保密,去跟胖猫打复活赛吧,,一级评论,5,0,2024-11-04 14:11:41
蛋疼大哥,男,先不谈这个作弊，为啥搞这些竞赛还嘲笑欧美数学不行，但芯片或者系统（别说和数学没关系）落后？,,一级评论,5,0,2024-11-04 13:54:34
血影幽灵,保密,你看看最近几届世界规模的奥赛的前几，是不是都是华人或华裔？芯片系统是因为别人有先发优势，积累了许多经验。比如说计算机，别人上世纪50年代就有了，而我们许多人还在温饱线上挣扎，吃不饱饭哪来得那么多人做研究？还有各项专利问题，比如汽车的机械控制系统，别人先发明了就被别人申请了，你自己后发明出来，虽然是你发明了，但原理和对面大差不差，你也就不能申请专利并使用。而且也没什么好嘲笑的，芯片和系统方面目前不如别人就是不如别人，踏踏实实做事，本本分分做人，总有一天我们也会迎头赶上的,蛋疼大哥,二级评论,6,3,2024-11-04 14:10:27
吸粪车使用了大爆炸,保密,姐妹们，我是诺贝尔的后人，我一直看好姜萍同学在数学上的成就，2024年诺贝尔数学奖非她莫属。趁现在还没有颁发奖项，V我50，我给斯德哥尔摩打个国际长途，保证她稳得诺贝尔数学奖。想想看，就连高斯，欧拉，拉马努金都没有得过这个奖项，这是多么大的荣耀啊………,,一级评论,5,0,2024-11-04 13:30:48
鹰饱饱,女,@世界记忆冠军大卫哥,,一级评论,6,0,2024-11-04 12:51:34
鹰饱饱,女,@牛津kate朱朱,,一级评论,6,0,2024-11-04 12:50:31
莫氵氵陌,保密,人家都关评论关弹幕了[脱单doge],鹰饱饱,二级评论,3,0,2024-11-04 13:15:14
拔刀无情zz,男,她力量,,一级评论,5,0,2024-11-04 12:48:52
Embrace_Dark,保密,还是b站正常人多，我太喜欢b站了,,一级评论,5,0,2024-11-08 03:06:10
